SISAIRE;;;;;;;;;;;;;;;;;
SABANA DE INFORMACIÓN DE SISAIRE;;;;;;;;;;;;;;;;;
Fecha de procesamiento :23/05/2026, 11:09:37 AM;;;;;;;;;;;;;;;;;
SECCION CONSULTA DE MEDICIONES;;;;;;;;;;;;;;;;;
REPORTE GENERADO ENTRE 2014-01-01 - 2026-03-31;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Estacion;Fecha inicial;Fecha final;PM2.5;;;;;;;;;;;;;;
KENNEDY;2023-01-06;;27.55416667;;;;;;;;;;;;;;
KENNEDY;2023-01-05;;24.69583333;;;;;;;;;;;;;;
KENNEDY;2023-01-04;;15.80833333;;;;;;;;;;;;;;
KENNEDY;2023-01-03;;11.01666667;;;;;;;;;;;;;;
KENNEDY;2023-01-02;;16.29166667;;;;;;;;;;;;;;
KENNEDY;2023-01-01;;39.15;;;;;;;;;;;;;;
KENNEDY;2022-12-31;;32.67391304;;;;;;;;;;;;;;
KENNEDY;2022-12-30;;42.025;;;;;;;;;;;;;;
KENNEDY;2022-12-29;;34.85652174;;;;;;;;;;;;;;
KENNEDY;2022-12-28;;38.93333333;;;;;;;;;;;;;;
KENNEDY;2022-12-27;;29.34583333;;;;;;;;;;;;;;
KENNEDY;2022-12-26;;26.13478261;;;;;;;;;;;;;;
KENNEDY;2022-12-25;;37.0;;;;;;;;;;;;;;
KENNEDY;2022-12-24;;36.95652174;;;;;;;;;;;;;;
KENNEDY;2022-12-23;;34.15;;;;;;;;;;;;;;
KENNEDY;2022-12-22;;26.22916667;;;;;;;;;;;;;;
KENNEDY;2022-12-21;;33.06666667;;;;;;;;;;;;;;
KENNEDY;2022-12-20;;30.98333333;;;;;;;;;;;;;;
KENNEDY;2022-12-19;;29.78181818;;;;;;;;;;;;;;
KENNEDY;2022-12-18;;24.34583333;;;;;;;;;;;;;;
KENNEDY;2022-12-17;;26.7;;;;;;;;;;;;;;
KENNEDY;2022-12-16;;38.02083333;;;;;;;;;;;;;;
KENNEDY;2022-12-15;;27.23333333;;;;;;;;;;;;;;
KENNEDY;2022-12-14;;22.73043478;;;;;;;;;;;;;;
KENNEDY;2022-12-13;;30.19166667;;;;;;;;;;;;;;
KENNEDY;2022-12-12;;30.06818182;;;;;;;;;;;;;;
KENNEDY;2022-12-11;;24.27826087;;;;;;;;;;;;;;
KENNEDY;2022-12-10;;39.95833333;;;;;;;;;;;;;;
KENNEDY;2022-12-09;;29.225;;;;;;;;;;;;;;
KENNEDY;2022-12-08;;26.32916667;;;;;;;;;;;;;;
KENNEDY;2022-12-07;;26.66666667;;;;;;;;;;;;;;
KENNEDY;2022-12-06;;26.18333333;;;;;;;;;;;;;;
KENNEDY;2022-12-05;;18.20434783;;;;;;;;;;;;;;
KENNEDY;2022-12-04;;18.5;;;;;;;;;;;;;;
KENNEDY;2022-12-03;;24.8875;;;;;;;;;;;;;;
KENNEDY;2022-12-02;;18.56153846;;;;;;;;;;;;;;
KENNEDY;2022-11-29;;19.48;;;;;;;;;;;;;;
KENNEDY;2022-11-28;;30.71666667;;;;;;;;;;;;;;
KENNEDY;2022-11-27;;25.52083333;;;;;;;;;;;;;;
KENNEDY;2022-11-26;;23.67916667;;;;;;;;;;;;;;
KENNEDY;2022-11-25;;33.85;;;;;;;;;;;;;;
KENNEDY;2022-11-24;;38.17727273;;;;;;;;;;;;;;
KENNEDY;2022-11-23;;26.96363636;;;;;;;;;;;;;;
KENNEDY;2022-11-22;;17.02105263;;;;;;;;;;;;;;
KENNEDY;2022-11-21;;12.75263158;;;;;;;;;;;;;;
KENNEDY;2022-11-20;;12.95;;;;;;;;;;;;;;
KENNEDY;2022-11-19;;14.13333333;;;;;;;;;;;;;;
KENNEDY;2022-11-18;;8.80555556;;;;;;;;;;;;;;
KENNEDY;2022-11-17;;22.93157895;;;;;;;;;;;;;;
KENNEDY;2022-11-16;;15.69583333;;;;;;;;;;;;;;
KENNEDY;2022-11-15;;16.87916667;;;;;;;;;;;;;;
KENNEDY;2022-11-14;;13.32222222;;;;;;;;;;;;;;
KENNEDY;2022-11-13;;13.24583333;;;;;;;;;;;;;;
KENNEDY;2022-11-12;;15.65833333;;;;;;;;;;;;;;
KENNEDY;2022-11-11;;21.6625;;;;;;;;;;;;;;
KENNEDY;2022-11-10;;14.37272727;;;;;;;;;;;;;;
KENNEDY;2022-11-09;;16.2;;;;;;;;;;;;;;
KENNEDY;2022-11-08;;20.56666667;;;;;;;;;;;;;;
KENNEDY;2022-11-07;;20.3;;;;;;;;;;;;;;
KENNEDY;2022-11-06;;16.84782609;;;;;;;;;;;;;;
KENNEDY;2022-11-05;;18.8625;;;;;;;;;;;;;;
KENNEDY;2022-11-04;;15.3375;;;;;;;;;;;;;;
KENNEDY;2022-11-03;;16.875;;;;;;;;;;;;;;
KENNEDY;2022-11-02;;33.62173913;;;;;;;;;;;;;;
KENNEDY;2022-11-01;;25.73333333;;;;;;;;;;;;;;
KENNEDY;2022-10-31;;32.47083333;;;;;;;;;;;;;;
KENNEDY;2022-10-30;;11.09565217;;;;;;;;;;;;;;
KENNEDY;2022-10-29;;10.82173913;;;;;;;;;;;;;;
KENNEDY;2022-10-28;;14.99583333;;;;;;;;;;;;;;
KENNEDY;2022-10-27;;14.25652174;;;;;;;;;;;;;;
KENNEDY;2022-10-26;;13.17826087;;;;;;;;;;;;;;
KENNEDY;2022-10-25;;31.1625;;;;;;;;;;;;;;
KENNEDY;2022-10-24;;15.94285714;;;;;;;;;;;;;;
KENNEDY;2022-10-23;;18.275;;;;;;;;;;;;;;
KENNEDY;2022-10-22;;24.10416667;;;;;;;;;;;;;;
KENNEDY;2022-10-21;;30.0125;;;;;;;;;;;;;;
KENNEDY;2022-10-20;;22.28095238;;;;;;;;;;;;;;
KENNEDY;2022-10-19;;20.69583333;;;;;;;;;;;;;;
KENNEDY;2022-10-18;;16.29583333;;;;;;;;;;;;;;
KENNEDY;2022-10-17;;19.00833333;;;;;;;;;;;;;;
KENNEDY;2022-10-16;;12.325;;;;;;;;;;;;;;
KENNEDY;2022-10-15;;17.0625;;;;;;;;;;;;;;
KENNEDY;2022-10-14;;27.2125;;;;;;;;;;;;;;
KENNEDY;2022-10-13;;25.1;;;;;;;;;;;;;;
KENNEDY;2022-10-12;;22.07826087;;;;;;;;;;;;;;
KENNEDY;2022-10-11;;12.0125;;;;;;;;;;;;;;
KENNEDY;2022-10-10;;12.825;;;;;;;;;;;;;;
KENNEDY;2022-10-09;;10.12083333;;;;;;;;;;;;;;
KENNEDY;2022-10-08;;11.0125;;;;;;;;;;;;;;
KENNEDY;2022-10-07;;22.88636364;;;;;;;;;;;;;;
KENNEDY;2022-10-06;;20.3375;;;;;;;;;;;;;;
KENNEDY;2022-10-05;;22.73333333;;;;;;;;;;;;;;
KENNEDY;2022-10-04;;18.215;;;;;;;;;;;;;;
KENNEDY;2022-10-03;;10.52272727;;;;;;;;;;;;;;
KENNEDY;2022-10-02;;6.72857143;;;;;;;;;;;;;;
KENNEDY;2022-10-01;;6.72916667;;;;;;;;;;;;;;
KENNEDY;2022-09-30;;20.70454545;;;;;;;;;;;;;;
KENNEDY;2022-09-29;;26.80416667;;;;;;;;;;;;;;
KENNEDY;2022-09-28;;40.07142857;;;;;;;;;;;;;;
KENNEDY;2022-09-27;;27.10416667;;;;;;;;;;;;;;
KENNEDY;2022-09-26;;23.87391304;;;;;;;;;;;;;;
KENNEDY;2022-09-25;;19.92173913;;;;;;;;;;;;;;
KENNEDY;2022-09-24;;23.75416667;;;;;;;;;;;;;;
KENNEDY;2022-09-23;;41.95833333;;;;;;;;;;;;;;
KENNEDY;2022-09-22;;29.86923077;;;;;;;;;;;;;;
KENNEDY;2022-08-16;;21.5;;;;;;;;;;;;;;
KENNEDY;2022-08-15;;12.04166667;;;;;;;;;;;;;;
KENNEDY;2022-08-14;;12.375;;;;;;;;;;;;;;
KENNEDY;2022-08-13;;20.04166667;;;;;;;;;;;;;;
KENNEDY;2022-08-12;;26.5;;;;;;;;;;;;;;
KENNEDY;2022-08-11;;13.04166667;;;;;;;;;;;;;;
KENNEDY;2022-08-10;;11.34782609;;;;;;;;;;;;;;
KENNEDY;2022-08-09;;13.7826087;;;;;;;;;;;;;;
KENNEDY;2022-08-08;;14.58333333;;;;;;;;;;;;;;
KENNEDY;2022-08-07;;10.16666667;;;;;;;;;;;;;;
KENNEDY;2022-08-06;;12.41666667;;;;;;;;;;;;;;
KENNEDY;2022-08-05;;23.04166667;;;;;;;;;;;;;;
KENNEDY;2022-08-04;;22.08333333;;;;;;;;;;;;;;
KENNEDY;2022-08-03;;14.86956522;;;;;;;;;;;;;;
KENNEDY;2022-08-02;;15.45833333;;;;;;;;;;;;;;
KENNEDY;2022-08-01;;13.20833333;;;;;;;;;;;;;;
KENNEDY;2022-07-31;;7.86363636;;;;;;;;;;;;;;
KENNEDY;2022-07-30;;15.125;;;;;;;;;;;;;;
KENNEDY;2022-07-29;;22.41666667;;;;;;;;;;;;;;
KENNEDY;2022-07-28;;15.2173913;;;;;;;;;;;;;;
KENNEDY;2022-07-27;;14.04166667;;;;;;;;;;;;;;
KENNEDY;2022-07-26;;19.75;;;;;;;;;;;;;;
KENNEDY;2022-07-25;;13.5;;;;;;;;;;;;;;
KENNEDY;2022-07-24;;12.25;;;;;;;;;;;;;;
KENNEDY;2022-07-23;;28.04166667;;;;;;;;;;;;;;
KENNEDY;2022-07-22;;22.54166667;;;;;;;;;;;;;;
KENNEDY;2022-07-21;;11.54166667;;;;;;;;;;;;;;
KENNEDY;2022-07-20;;7.83333333;;;;;;;;;;;;;;
KENNEDY;2022-07-19;;11.86956522;;;;;;;;;;;;;;
KENNEDY;2022-07-18;;11.33333333;;;;;;;;;;;;;;
KENNEDY;2022-07-17;;7.70833333;;;;;;;;;;;;;;
KENNEDY;2022-07-16;;23.17391304;;;;;;;;;;;;;;
KENNEDY;2022-07-15;;23.54166667;;;;;;;;;;;;;;
KENNEDY;2022-07-14;;27.20833333;;;;;;;;;;;;;;
KENNEDY;2022-07-13;;14.08333333;;;;;;;;;;;;;;
KENNEDY;2022-07-12;;17.91304348;;;;;;;;;;;;;;
KENNEDY;2022-07-11;;12.125;;;;;;;;;;;;;;
KENNEDY;2022-07-10;;11.26086957;;;;;;;;;;;;;;
KENNEDY;2022-07-09;;13.95833333;;;;;;;;;;;;;;
KENNEDY;2022-07-08;;18.33333333;;;;;;;;;;;;;;
KENNEDY;2022-07-07;;22.625;;;;;;;;;;;;;;
KENNEDY;2022-07-06;;13.125;;;;;;;;;;;;;;
KENNEDY;2022-07-05;;18.29166667;;;;;;;;;;;;;;
KENNEDY;2022-07-04;;5.75;;;;;;;;;;;;;;
KENNEDY;2022-07-03;;5.39130435;;;;;;;;;;;;;;
KENNEDY;2022-07-02;;16.625;;;;;;;;;;;;;;
KENNEDY;2022-07-01;;19.5;;;;;;;;;;;;;;
KENNEDY;2022-06-30;;23.39130435;;;;;;;;;;;;;;
KENNEDY;2022-06-29;;24.41666667;;;;;;;;;;;;;;
KENNEDY;2022-06-28;;22.29166667;;;;;;;;;;;;;;
KENNEDY;2022-06-27;;15.0;;;;;;;;;;;;;;
KENNEDY;2022-06-26;;12.06666667;;;;;;;;;;;;;;
KENNEDY;2022-06-25;;15.83333333;;;;;;;;;;;;;;
KENNEDY;2022-06-24;;19.5;;;;;;;;;;;;;;
KENNEDY;2022-06-23;;19.83333333;;;;;;;;;;;;;;
KENNEDY;2022-06-22;;12.5;;;;;;;;;;;;;;
KENNEDY;2022-06-21;;16.375;;;;;;;;;;;;;;
KENNEDY;2022-06-20;;10.58333333;;;;;;;;;;;;;;
KENNEDY;2022-06-19;;13.41666667;;;;;;;;;;;;;;
KENNEDY;2022-06-18;;21.04166667;;;;;;;;;;;;;;
KENNEDY;2022-06-17;;24.66666667;;;;;;;;;;;;;;
KENNEDY;2022-06-16;;23.79166667;;;;;;;;;;;;;;
KENNEDY;2022-06-15;;23.16666667;;;;;;;;;;;;;;
KENNEDY;2022-06-14;;14.45833333;;;;;;;;;;;;;;
KENNEDY;2022-06-13;;12.72727273;;;;;;;;;;;;;;
KENNEDY;2022-06-12;;9.375;;;;;;;;;;;;;;
KENNEDY;2022-06-11;;12.375;;;;;;;;;;;;;;
KENNEDY;2022-06-10;;23.86956522;;;;;;;;;;;;;;
KENNEDY;2022-06-09;;26.79166667;;;;;;;;;;;;;;
KENNEDY;2022-06-08;;21.875;;;;;;;;;;;;;;
KENNEDY;2022-06-07;;10.54166667;;;;;;;;;;;;;;
KENNEDY;2022-06-06;;21.70833333;;;;;;;;;;;;;;
KENNEDY;2022-06-05;;12.375;;;;;;;;;;;;;;
KENNEDY;2022-06-04;;25.56521739;;;;;;;;;;;;;;
KENNEDY;2022-06-03;;17.65217391;;;;;;;;;;;;;;
KENNEDY;2022-06-02;;25.0;;;;;;;;;;;;;;
KENNEDY;2022-05-31;;18.8;;;;;;;;;;;;;;
KENNEDY;2022-05-30;;10.66666667;;;;;;;;;;;;;;
KENNEDY;2022-05-29;;11.86956522;;;;;;;;;;;;;;
KENNEDY;2022-05-28;;15.0;;;;;;;;;;;;;;
KENNEDY;2022-05-27;;13.04166667;;;;;;;;;;;;;;
KENNEDY;2022-05-26;;10.82608696;;;;;;;;;;;;;;
KENNEDY;2022-05-25;;12.04545455;;;;;;;;;;;;;;
KENNEDY;2022-05-24;;18.25;;;;;;;;;;;;;;
KENNEDY;2022-05-23;;22.41666667;;;;;;;;;;;;;;
KENNEDY;2022-05-22;;18.04347826;;;;;;;;;;;;;;
KENNEDY;2022-05-21;;14.0;;;;;;;;;;;;;;
KENNEDY;2022-05-20;;11.83043478;;;;;;;;;;;;;;
KENNEDY;2022-05-19;;12.91666667;;;;;;;;;;;;;;
KENNEDY;2022-05-18;;24.625;;;;;;;;;;;;;;
KENNEDY;2022-05-17;;12.80952381;;;;;;;;;;;;;;
KENNEDY;2022-05-16;;11.29166667;;;;;;;;;;;;;;
KENNEDY;2022-05-15;;12.08333333;;;;;;;;;;;;;;
KENNEDY;2022-05-14;;16.0;;;;;;;;;;;;;;
KENNEDY;2022-05-13;;13.83333333;;;;;;;;;;;;;;
KENNEDY;2022-05-12;;17.0;;;;;;;;;;;;;;
KENNEDY;2022-05-11;;17.66666667;;;;;;;;;;;;;;
KENNEDY;2022-05-10;;23.41666667;;;;;;;;;;;;;;
KENNEDY;2022-05-09;;23.875;;;;;;;;;;;;;;
KENNEDY;2022-05-08;;21.25;;;;;;;;;;;;;;
KENNEDY;2022-05-07;;21.5;;;;;;;;;;;;;;
KENNEDY;2022-05-06;;22.08333333;;;;;;;;;;;;;;
KENNEDY;2022-05-05;;23.66666667;;;;;;;;;;;;;;
KENNEDY;2022-05-04;;20.625;;;;;;;;;;;;;;
KENNEDY;2022-05-03;;19.86956522;;;;;;;;;;;;;;
KENNEDY;2022-05-02;;13.0;;;;;;;;;;;;;;
KENNEDY;2022-05-01;;14.08695652;;;;;;;;;;;;;;
KENNEDY;2022-04-30;;11.13043478;;;;;;;;;;;;;;
KENNEDY;2022-04-29;;23.33333333;;;;;;;;;;;;;;
KENNEDY;2022-04-28;;29.41666667;;;;;;;;;;;;;;
KENNEDY;2022-04-27;;28.20833333;;;;;;;;;;;;;;
KENNEDY;2022-04-26;;28.45833333;;;;;;;;;;;;;;
KENNEDY;2022-04-25;;20.5;;;;;;;;;;;;;;
KENNEDY;2022-04-24;;22.20833333;;;;;;;;;;;;;;
KENNEDY;2022-04-23;;13.75;;;;;;;;;;;;;;
KENNEDY;2022-04-22;;13.43478261;;;;;;;;;;;;;;
KENNEDY;2022-04-21;;13.45833333;;;;;;;;;;;;;;
KENNEDY;2022-04-20;;14.56521739;;;;;;;;;;;;;;
KENNEDY;2022-04-19;;17.25;;;;;;;;;;;;;;
KENNEDY;2022-04-18;;19.08333333;;;;;;;;;;;;;;
KENNEDY;2022-04-17;;11.39130435;;;;;;;;;;;;;;
KENNEDY;2022-04-16;;15.70833333;;;;;;;;;;;;;;
KENNEDY;2022-04-15;;22.41666667;;;;;;;;;;;;;;
KENNEDY;2022-04-14;;26.75;;;;;;;;;;;;;;
KENNEDY;2022-04-13;;28.58333333;;;;;;;;;;;;;;
KENNEDY;2022-04-12;;19.08333333;;;;;;;;;;;;;;
KENNEDY;2022-04-11;;23.04166667;;;;;;;;;;;;;;
KENNEDY;2022-04-10;;22.625;;;;;;;;;;;;;;
KENNEDY;2022-04-09;;23.95833333;;;;;;;;;;;;;;
KENNEDY;2022-04-08;;24.29166667;;;;;;;;;;;;;;
KENNEDY;2022-04-07;;18.79166667;;;;;;;;;;;;;;
KENNEDY;2022-04-06;;14.47826087;;;;;;;;;;;;;;
KENNEDY;2022-04-05;;16.54166667;;;;;;;;;;;;;;
KENNEDY;2022-04-04;;23.91666667;;;;;;;;;;;;;;
KENNEDY;2022-04-03;;28.79166667;;;;;;;;;;;;;;
KENNEDY;2022-04-02;;25.47826087;;;;;;;;;;;;;;
KENNEDY;2022-04-01;;26.58333333;;;;;;;;;;;;;;
KENNEDY;2022-03-31;;22.82608696;;;;;;;;;;;;;;
KENNEDY;2022-03-30;;21.625;;;;;;;;;;;;;;
KENNEDY;2022-03-29;;19.20833333;;;;;;;;;;;;;;
KENNEDY;2022-03-28;;23.20833333;;;;;;;;;;;;;;
KENNEDY;2022-03-27;;17.29166667;;;;;;;;;;;;;;
KENNEDY;2022-03-26;;33.45833333;;;;;;;;;;;;;;
KENNEDY;2022-03-25;;29.375;;;;;;;;;;;;;;
KENNEDY;2022-03-24;;25.45833333;;;;;;;;;;;;;;
KENNEDY;2022-03-23;;34.26086957;;;;;;;;;;;;;;
KENNEDY;2022-03-22;;26.5;;;;;;;;;;;;;;
KENNEDY;2022-03-21;;20.91666667;;;;;;;;;;;;;;
KENNEDY;2022-03-20;;27.625;;;;;;;;;;;;;;
KENNEDY;2022-03-19;;29.625;;;;;;;;;;;;;;
KENNEDY;2022-03-18;;35.41666667;;;;;;;;;;;;;;
KENNEDY;2022-03-17;;34.29166667;;;;;;;;;;;;;;
KENNEDY;2022-03-16;;33.54166667;;;;;;;;;;;;;;
KENNEDY;2022-03-15;;30.91666667;;;;;;;;;;;;;;
KENNEDY;2022-03-14;;28.29166667;;;;;;;;;;;;;;
KENNEDY;2022-03-13;;20.08333333;;;;;;;;;;;;;;
KENNEDY;2022-03-12;;32.45833333;;;;;;;;;;;;;;
KENNEDY;2022-03-11;;39.45833333;;;;;;;;;;;;;;
KENNEDY;2022-03-10;;33.625;;;;;;;;;;;;;;
KENNEDY;2022-03-09;;34.66666667;;;;;;;;;;;;;;
KENNEDY;2022-03-08;;20.95833333;;;;;;;;;;;;;;
KENNEDY;2022-03-07;;10.81818182;;;;;;;;;;;;;;
KENNEDY;2022-03-06;;13.58333333;;;;;;;;;;;;;;
KENNEDY;2022-03-05;;23.45833333;;;;;;;;;;;;;;
KENNEDY;2022-03-04;;28.29166667;;;;;;;;;;;;;;
KENNEDY;2022-03-03;;24.79166667;;;;;;;;;;;;;;
KENNEDY;2022-03-02;;19.58333333;;;;;;;;;;;;;;
KENNEDY;2022-03-01;;15.91666667;;;;;;;;;;;;;;
KENNEDY;2022-02-28;;13.69565217;;;;;;;;;;;;;;
KENNEDY;2022-02-27;;21.15416667;;;;;;;;;;;;;;
KENNEDY;2022-02-26;;21.58333333;;;;;;;;;;;;;;
KENNEDY;2022-02-25;;28.5;;;;;;;;;;;;;;
KENNEDY;2022-02-24;;33.29166667;;;;;;;;;;;;;;
KENNEDY;2022-02-23;;35.0;;;;;;;;;;;;;;
KENNEDY;2022-02-22;;32.08333333;;;;;;;;;;;;;;
KENNEDY;2022-02-21;;16.41666667;;;;;;;;;;;;;;
KENNEDY;2022-02-20;;17.04166667;;;;;;;;;;;;;;
KENNEDY;2022-02-19;;20.75;;;;;;;;;;;;;;
KENNEDY;2022-02-18;;29.17391304;;;;;;;;;;;;;;
KENNEDY;2022-02-17;;28.30434783;;;;;;;;;;;;;;
KENNEDY;2022-02-16;;25.41666667;;;;;;;;;;;;;;
KENNEDY;2022-02-15;;23.79166667;;;;;;;;;;;;;;
KENNEDY;2022-02-14;;22.45833333;;;;;;;;;;;;;;
KENNEDY;2022-02-13;;18.95833333;;;;;;;;;;;;;;
KENNEDY;2022-02-12;;25.79166667;;;;;;;;;;;;;;
KENNEDY;2022-02-11;;34.52173913;;;;;;;;;;;;;;
KENNEDY;2022-02-10;;29.69565217;;;;;;;;;;;;;;
KENNEDY;2022-02-09;;26.58333333;;;;;;;;;;;;;;
KENNEDY;2022-02-08;;26.72727273;;;;;;;;;;;;;;
KENNEDY;2022-02-07;;24.25;;;;;;;;;;;;;;
KENNEDY;2022-02-06;;18.70833333;;;;;;;;;;;;;;
KENNEDY;2022-02-05;;28.33333333;;;;;;;;;;;;;;
KENNEDY;2022-02-04;;43.625;;;;;;;;;;;;;;
KENNEDY;2022-02-03;;41.5;;;;;;;;;;;;;;
KENNEDY;2022-02-02;;27.58333333;;;;;;;;;;;;;;
KENNEDY;2022-02-01;;37.5;;;;;;;;;;;;;;
KENNEDY;2022-01-31;;19.82608696;;;;;;;;;;;;;;
KENNEDY;2022-01-30;;16.45833333;;;;;;;;;;;;;;
KENNEDY;2022-01-29;;19.375;;;;;;;;;;;;;;
KENNEDY;2022-01-28;;23.08333333;;;;;;;;;;;;;;
KENNEDY;2022-01-27;;28.45833333;;;;;;;;;;;;;;
KENNEDY;2022-01-26;;30.04166667;;;;;;;;;;;;;;
KENNEDY;2022-01-25;;26.54166667;;;;;;;;;;;;;;
KENNEDY;2022-01-24;;27.66666667;;;;;;;;;;;;;;
KENNEDY;2022-01-23;;21.625;;;;;;;;;;;;;;
KENNEDY;2022-01-22;;29.54166667;;;;;;;;;;;;;;
KENNEDY;2022-01-21;;26.33333333;;;;;;;;;;;;;;
KENNEDY;2022-01-20;;15.91666667;;;;;;;;;;;;;;
KENNEDY;2022-01-19;;24.45454545;;;;;;;;;;;;;;
KENNEDY;2022-01-18;;26.375;;;;;;;;;;;;;;
KENNEDY;2022-01-17;;29.86956522;;;;;;;;;;;;;;
KENNEDY;2022-01-16;;21.45833333;;;;;;;;;;;;;;
KENNEDY;2022-01-15;;18.0;;;;;;;;;;;;;;
KENNEDY;2022-01-14;;18.0;;;;;;;;;;;;;;
KENNEDY;2022-01-13;;19.16666667;;;;;;;;;;;;;;
KENNEDY;2022-01-12;;17.75;;;;;;;;;;;;;;
KENNEDY;2022-01-11;;16.08333333;;;;;;;;;;;;;;
KENNEDY;2022-01-10;;24.66666667;;;;;;;;;;;;;;
KENNEDY;2022-01-09;;26.75;;;;;;;;;;;;;;
KENNEDY;2022-01-08;;35.83333333;;;;;;;;;;;;;;
KENNEDY;2022-01-07;;28.04166667;;;;;;;;;;;;;;
KENNEDY;2022-01-06;;19.58333333;;;;;;;;;;;;;;
KENNEDY;2022-01-05;;27.91304348;;;;;;;;;;;;;;
KENNEDY;2022-01-04;;23.95833333;;;;;;;;;;;;;;
KENNEDY;2022-01-03;;19.875;;;;;;;;;;;;;;
KENNEDY;2022-01-02;;19.5;;;;;;;;;;;;;;
KENNEDY;2022-01-01;;30.7826087;;;;;;;;;;;;;;
KENNEDY;2021-12-31;;23.73913043;;;;;;;;;;;;;;
KENNEDY;2021-12-30;;25.0;;;;;;;;;;;;;;
KENNEDY;2021-12-29;;28.79166667;;;;;;;;;;;;;;
KENNEDY;2021-12-28;;33.95833333;;;;;;;;;;;;;;
KENNEDY;2021-12-27;;21.45833333;;;;;;;;;;;;;;
KENNEDY;2021-12-26;;10.125;;;;;;;;;;;;;;
KENNEDY;2021-12-25;;29.79166667;;;;;;;;;;;;;;
KENNEDY;2021-12-24;;36.0;;;;;;;;;;;;;;
KENNEDY;2021-12-23;;29.66666667;;;;;;;;;;;;;;
KENNEDY;2021-12-22;;15.41666667;;;;;;;;;;;;;;
KENNEDY;2021-12-21;;28.66666667;;;;;;;;;;;;;;
KENNEDY;2021-12-20;;29.0;;;;;;;;;;;;;;
KENNEDY;2021-12-19;;24.5;;;;;;;;;;;;;;
KENNEDY;2021-12-18;;21.16666667;;;;;;;;;;;;;;
KENNEDY;2021-12-17;;30.70833333;;;;;;;;;;;;;;
KENNEDY;2021-12-16;;23.375;;;;;;;;;;;;;;
KENNEDY;2021-12-15;;37.125;;;;;;;;;;;;;;
KENNEDY;2021-12-14;;33.33333333;;;;;;;;;;;;;;
KENNEDY;2021-12-13;;29.75;;;;;;;;;;;;;;
KENNEDY;2021-12-12;;17.54166667;;;;;;;;;;;;;;
KENNEDY;2021-12-11;;20.04166667;;;;;;;;;;;;;;
KENNEDY;2021-12-10;;25.04166667;;;;;;;;;;;;;;
KENNEDY;2021-12-09;;30.33333333;;;;;;;;;;;;;;
KENNEDY;2021-12-08;;40.375;;;;;;;;;;;;;;
KENNEDY;2021-12-07;;27.375;;;;;;;;;;;;;;
KENNEDY;2021-12-06;;20.95833333;;;;;;;;;;;;;;
KENNEDY;2021-12-05;;17.54166667;;;;;;;;;;;;;;
KENNEDY;2021-12-04;;20.58333333;;;;;;;;;;;;;;
KENNEDY;2021-12-03;;23.75;;;;;;;;;;;;;;
KENNEDY;2021-12-02;;25.25;;;;;;;;;;;;;;
KENNEDY;2021-12-01;;29.08333333;;;;;;;;;;;;;;
KENNEDY;2021-11-30;;14.86363636;;;;;;;;;;;;;;
KENNEDY;2021-11-29;;18.625;;;;;;;;;;;;;;
KENNEDY;2021-11-28;;21.79166667;;;;;;;;;;;;;;
KENNEDY;2021-11-27;;26.58333333;;;;;;;;;;;;;;
KENNEDY;2021-11-26;;30.54166667;;;;;;;;;;;;;;
KENNEDY;2021-11-25;;17.70833333;;;;;;;;;;;;;;
KENNEDY;2021-11-24;;22.08333333;;;;;;;;;;;;;;
KENNEDY;2021-11-23;;23.04166667;;;;;;;;;;;;;;
KENNEDY;2021-11-22;;30.91666667;;;;;;;;;;;;;;
KENNEDY;2021-11-21;;20.875;;;;;;;;;;;;;;
KENNEDY;2021-11-20;;33.66666667;;;;;;;;;;;;;;
KENNEDY;2021-11-19;;32.34166667;;;;;;;;;;;;;;
KENNEDY;2021-11-18;;20.79166667;;;;;;;;;;;;;;
KENNEDY;2021-11-17;;19.58333333;;;;;;;;;;;;;;
KENNEDY;2021-11-16;;23.04166667;;;;;;;;;;;;;;
KENNEDY;2021-11-15;;27.625;;;;;;;;;;;;;;
KENNEDY;2021-11-14;;28.04166667;;;;;;;;;;;;;;
KENNEDY;2021-11-13;;24.66666667;;;;;;;;;;;;;;
KENNEDY;2021-11-12;;28.20833333;;;;;;;;;;;;;;
KENNEDY;2021-11-11;;20.20833333;;;;;;;;;;;;;;
KENNEDY;2021-11-10;;26.20833333;;;;;;;;;;;;;;
KENNEDY;2021-11-09;;23.29166667;;;;;;;;;;;;;;
KENNEDY;2021-11-08;;31.625;;;;;;;;;;;;;;
KENNEDY;2021-11-07;;21.625;;;;;;;;;;;;;;
KENNEDY;2021-11-06;;27.60869565;;;;;;;;;;;;;;
KENNEDY;2021-11-05;;33.70833333;;;;;;;;;;;;;;
KENNEDY;2021-11-04;;26.125;;;;;;;;;;;;;;
KENNEDY;2021-11-03;;20.375;;;;;;;;;;;;;;
KENNEDY;2021-11-02;;16.29166667;;;;;;;;;;;;;;
KENNEDY;2021-11-01;;15.95454545;;;;;;;;;;;;;;
KENNEDY;2021-10-31;;14.36363636;;;;;;;;;;;;;;
KENNEDY;2021-10-30;;17.41666667;;;;;;;;;;;;;;
KENNEDY;2021-10-29;;23.375;;;;;;;;;;;;;;
KENNEDY;2021-10-28;;24.26086957;;;;;;;;;;;;;;
