SISAIRE;;;;;;;;;;;;;;;;;
SABANA DE INFORMACIÓN DE SISAIRE;;;;;;;;;;;;;;;;;
Fecha de procesamiento :23/05/2026, 11:09:37 AM;;;;;;;;;;;;;;;;;
SECCION CONSULTA DE MEDICIONES;;;;;;;;;;;;;;;;;
REPORTE GENERADO ENTRE 2014-01-01 - 2026-03-31;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Estacion;Fecha inicial;Fecha final;PM2.5;;;;;;;;;;;;;;
KENNEDY;2017-01-21;;25.58333333;;;;;;;;;;;;;;
KENNEDY;2017-01-20;;26.70833333;;;;;;;;;;;;;;
KENNEDY;2017-01-19;;28.29166667;;;;;;;;;;;;;;
KENNEDY;2017-01-18;;24.25;;;;;;;;;;;;;;
KENNEDY;2017-01-17;;28.625;;;;;;;;;;;;;;
KENNEDY;2017-01-16;;20.04166667;;;;;;;;;;;;;;
KENNEDY;2017-01-15;;19.83333333;;;;;;;;;;;;;;
KENNEDY;2017-01-14;;30.25;;;;;;;;;;;;;;
KENNEDY;2017-01-13;;37.75;;;;;;;;;;;;;;
KENNEDY;2017-01-12;;27.0;;;;;;;;;;;;;;
KENNEDY;2017-01-11;;22.08333333;;;;;;;;;;;;;;
KENNEDY;2017-01-10;;26.09090909;;;;;;;;;;;;;;
KENNEDY;2017-01-09;;21.95833333;;;;;;;;;;;;;;
KENNEDY;2017-01-08;;14.25;;;;;;;;;;;;;;
KENNEDY;2017-01-07;;18.13636364;;;;;;;;;;;;;;
KENNEDY;2017-01-06;;17.73913043;;;;;;;;;;;;;;
KENNEDY;2017-01-05;;26.08333333;;;;;;;;;;;;;;
KENNEDY;2017-01-04;;22.125;;;;;;;;;;;;;;
KENNEDY;2017-01-03;;15.33333333;;;;;;;;;;;;;;
KENNEDY;2016-12-28;;31.36363636;;;;;;;;;;;;;;
KENNEDY;2016-12-27;;31.29166667;;;;;;;;;;;;;;
KENNEDY;2016-12-26;;26.95833333;;;;;;;;;;;;;;
KENNEDY;2016-12-25;;54.56521739;;;;;;;;;;;;;;
KENNEDY;2016-12-24;;35.31818182;;;;;;;;;;;;;;
KENNEDY;2016-12-23;;37.60869565;;;;;;;;;;;;;;
KENNEDY;2016-12-22;;26.66666667;;;;;;;;;;;;;;
KENNEDY;2016-12-21;;25.90909091;;;;;;;;;;;;;;
KENNEDY;2016-12-20;;33.91666667;;;;;;;;;;;;;;
KENNEDY;2016-12-19;;38.125;;;;;;;;;;;;;;
KENNEDY;2016-12-18;;22.625;;;;;;;;;;;;;;
KENNEDY;2016-12-17;;38.91666667;;;;;;;;;;;;;;
KENNEDY;2016-12-16;;45.33333333;;;;;;;;;;;;;;
KENNEDY;2016-12-15;;37.26086957;;;;;;;;;;;;;;
KENNEDY;2016-12-14;;45.59090909;;;;;;;;;;;;;;
KENNEDY;2016-12-13;;45.45833333;;;;;;;;;;;;;;
KENNEDY;2016-12-12;;28.91666667;;;;;;;;;;;;;;
KENNEDY;2016-12-11;;20.83333333;;;;;;;;;;;;;;
KENNEDY;2016-12-10;;25.04761905;;;;;;;;;;;;;;
KENNEDY;2016-12-09;;32.79166667;;;;;;;;;;;;;;
KENNEDY;2016-12-08;;47.90909091;;;;;;;;;;;;;;
KENNEDY;2016-12-07;;54.47826087;;;;;;;;;;;;;;
KENNEDY;2016-12-06;;38.75;;;;;;;;;;;;;;
KENNEDY;2016-12-05;;29.16666667;;;;;;;;;;;;;;
KENNEDY;2016-12-04;;23.34782609;;;;;;;;;;;;;;
KENNEDY;2016-12-03;;30.56521739;;;;;;;;;;;;;;
KENNEDY;2016-12-02;;30.04166667;;;;;;;;;;;;;;
KENNEDY;2016-12-01;;31.58333333;;;;;;;;;;;;;;
KENNEDY;2016-11-30;;25.5;;;;;;;;;;;;;;
KENNEDY;2016-11-29;;33.29166667;;;;;;;;;;;;;;
KENNEDY;2016-11-28;;35.81818182;;;;;;;;;;;;;;
KENNEDY;2016-11-27;;40.80952381;;;;;;;;;;;;;;
KENNEDY;2016-11-26;;42.0;;;;;;;;;;;;;;
KENNEDY;2016-11-25;;40.0;;;;;;;;;;;;;;
KENNEDY;2016-11-24;;59.29166667;;;;;;;;;;;;;;
KENNEDY;2016-11-23;;44.04545455;;;;;;;;;;;;;;
KENNEDY;2016-11-22;;46.5;;;;;;;;;;;;;;
KENNEDY;2016-11-21;;36.95652174;;;;;;;;;;;;;;
KENNEDY;2016-11-20;;22.82608696;;;;;;;;;;;;;;
KENNEDY;2016-11-19;;31.76470588;;;;;;;;;;;;;;
KENNEDY;2016-11-18;;28.15;;;;;;;;;;;;;;
KENNEDY;2016-11-17;;22.90909091;;;;;;;;;;;;;;
KENNEDY;2016-11-16;;18.55555556;;;;;;;;;;;;;;
KENNEDY;2016-11-15;;17.40909091;;;;;;;;;;;;;;
KENNEDY;2016-11-14;;24.56521739;;;;;;;;;;;;;;
KENNEDY;2016-11-13;;26.19047619;;;;;;;;;;;;;;
KENNEDY;2016-11-12;;35.86956522;;;;;;;;;;;;;;
KENNEDY;2016-11-11;;29.95238095;;;;;;;;;;;;;;
KENNEDY;2016-11-10;;46.36363636;;;;;;;;;;;;;;
KENNEDY;2016-11-09;;40.41666667;;;;;;;;;;;;;;
KENNEDY;2016-11-08;;44.47826087;;;;;;;;;;;;;;
KENNEDY;2016-11-07;;26.41666667;;;;;;;;;;;;;;
KENNEDY;2016-11-06;;22.625;;;;;;;;;;;;;;
KENNEDY;2016-11-05;;18.56521739;;;;;;;;;;;;;;
KENNEDY;2016-11-04;;21.125;;;;;;;;;;;;;;
KENNEDY;2016-11-03;;39.625;;;;;;;;;;;;;;
KENNEDY;2016-11-02;;30.0;;;;;;;;;;;;;;
KENNEDY;2016-11-01;;36.95238095;;;;;;;;;;;;;;
KENNEDY;2016-10-31;;44.47826087;;;;;;;;;;;;;;
KENNEDY;2016-10-30;;24.04166667;;;;;;;;;;;;;;
KENNEDY;2016-10-29;;30.30434783;;;;;;;;;;;;;;
KENNEDY;2016-10-28;;43.45454545;;;;;;;;;;;;;;
KENNEDY;2016-10-27;;47.68181818;;;;;;;;;;;;;;
KENNEDY;2016-10-26;;35.4;;;;;;;;;;;;;;
KENNEDY;2016-10-25;;34.20833333;;;;;;;;;;;;;;
KENNEDY;2016-10-24;;39.5;;;;;;;;;;;;;;
KENNEDY;2016-10-23;;28.72727273;;;;;;;;;;;;;;
KENNEDY;2016-10-22;;39.26086957;;;;;;;;;;;;;;
KENNEDY;2016-10-21;;41.75;;;;;;;;;;;;;;
KENNEDY;2016-10-20;;28.5;;;;;;;;;;;;;;
KENNEDY;2016-10-19;;29.73913043;;;;;;;;;;;;;;
KENNEDY;2016-10-18;;26.04545455;;;;;;;;;;;;;;
KENNEDY;2016-10-17;;29.95833333;;;;;;;;;;;;;;
KENNEDY;2016-10-16;;21.95238095;;;;;;;;;;;;;;
KENNEDY;2016-10-15;;18.31818182;;;;;;;;;;;;;;
KENNEDY;2016-10-14;;31.04761905;;;;;;;;;;;;;;
KENNEDY;2016-10-13;;40.3;;;;;;;;;;;;;;
KENNEDY;2016-10-12;;43.45;;;;;;;;;;;;;;
KENNEDY;2016-10-11;;32.83333333;;;;;;;;;;;;;;
KENNEDY;2016-10-10;;32.26086957;;;;;;;;;;;;;;
KENNEDY;2016-10-09;;24.0;;;;;;;;;;;;;;
KENNEDY;2016-10-08;;37.52380952;;;;;;;;;;;;;;
KENNEDY;2016-10-07;;36.20833333;;;;;;;;;;;;;;
KENNEDY;2016-10-06;;31.22727273;;;;;;;;;;;;;;
KENNEDY;2016-10-05;;33.91304348;;;;;;;;;;;;;;
KENNEDY;2016-10-04;;37.41666667;;;;;;;;;;;;;;
KENNEDY;2016-10-03;;32.0;;;;;;;;;;;;;;
KENNEDY;2016-10-02;;19.76923077;;;;;;;;;;;;;;
KENNEDY;2016-10-01;;28.65;;;;;;;;;;;;;;
KENNEDY;2016-09-30;;42.9047619;;;;;;;;;;;;;;
KENNEDY;2016-09-29;;43.54545455;;;;;;;;;;;;;;
KENNEDY;2016-09-28;;40.52173913;;;;;;;;;;;;;;
KENNEDY;2016-09-27;;25.69565217;;;;;;;;;;;;;;
KENNEDY;2016-09-26;;31.95652174;;;;;;;;;;;;;;
KENNEDY;2016-09-25;;17.21052632;;;;;;;;;;;;;;
KENNEDY;2016-09-24;;22.26086957;;;;;;;;;;;;;;
KENNEDY;2016-09-23;;29.26086957;;;;;;;;;;;;;;
KENNEDY;2016-09-22;;34.58333333;;;;;;;;;;;;;;
KENNEDY;2016-09-21;;23.56521739;;;;;;;;;;;;;;
KENNEDY;2016-09-20;;23.40909091;;;;;;;;;;;;;;
KENNEDY;2016-09-19;;22.375;;;;;;;;;;;;;;
KENNEDY;2016-09-18;;20.19047619;;;;;;;;;;;;;;
KENNEDY;2016-09-17;;25.41666667;;;;;;;;;;;;;;
KENNEDY;2016-09-16;;35.95833333;;;;;;;;;;;;;;
KENNEDY;2016-09-15;;29.08695652;;;;;;;;;;;;;;
KENNEDY;2016-09-14;;36.79166667;;;;;;;;;;;;;;
KENNEDY;2016-09-13;;46.43478261;;;;;;;;;;;;;;
KENNEDY;2016-09-12;;32.13043478;;;;;;;;;;;;;;
KENNEDY;2016-09-11;;19.91304348;;;;;;;;;;;;;;
KENNEDY;2016-09-10;;26.66666667;;;;;;;;;;;;;;
KENNEDY;2016-09-09;;24.79166667;;;;;;;;;;;;;;
KENNEDY;2016-09-08;;40.08333333;;;;;;;;;;;;;;
KENNEDY;2016-09-07;;24.91666667;;;;;;;;;;;;;;
KENNEDY;2016-09-06;;22.33333333;;;;;;;;;;;;;;
KENNEDY;2016-09-05;;23.625;;;;;;;;;;;;;;
KENNEDY;2016-09-04;;27.16666667;;;;;;;;;;;;;;
KENNEDY;2016-09-03;;34.33333333;;;;;;;;;;;;;;
KENNEDY;2016-09-02;;39.30434783;;;;;;;;;;;;;;
KENNEDY;2016-09-01;;23.09090909;;;;;;;;;;;;;;
KENNEDY;2016-08-31;;33.625;;;;;;;;;;;;;;
KENNEDY;2016-08-30;;22.79166667;;;;;;;;;;;;;;
KENNEDY;2016-08-29;;30.75;;;;;;;;;;;;;;
KENNEDY;2016-08-28;;21.26086957;;;;;;;;;;;;;;
KENNEDY;2016-08-27;;32.70833333;;;;;;;;;;;;;;
KENNEDY;2016-08-26;;27.66666667;;;;;;;;;;;;;;
KENNEDY;2016-08-25;;30.38095238;;;;;;;;;;;;;;
KENNEDY;2016-08-24;;35.73913043;;;;;;;;;;;;;;
KENNEDY;2016-08-23;;37.04166667;;;;;;;;;;;;;;
KENNEDY;2016-08-22;;23.43478261;;;;;;;;;;;;;;
KENNEDY;2016-08-21;;21.30434783;;;;;;;;;;;;;;
KENNEDY;2016-08-20;;35.54166667;;;;;;;;;;;;;;
KENNEDY;2016-08-19;;40.5;;;;;;;;;;;;;;
KENNEDY;2016-08-18;;30.875;;;;;;;;;;;;;;
KENNEDY;2016-08-17;;29.83333333;;;;;;;;;;;;;;
KENNEDY;2016-08-16;;25.13043478;;;;;;;;;;;;;;
KENNEDY;2016-08-15;;19.43478261;;;;;;;;;;;;;;
KENNEDY;2016-08-14;;21.41666667;;;;;;;;;;;;;;
KENNEDY;2016-08-13;;25.0;;;;;;;;;;;;;;
KENNEDY;2016-08-12;;34.79166667;;;;;;;;;;;;;;
KENNEDY;2016-08-11;;25.58333333;;;;;;;;;;;;;;
KENNEDY;2016-08-10;;21.41666667;;;;;;;;;;;;;;
KENNEDY;2016-08-09;;25.0;;;;;;;;;;;;;;
KENNEDY;2016-08-08;;29.58333333;;;;;;;;;;;;;;
KENNEDY;2016-08-07;;23.30434783;;;;;;;;;;;;;;
KENNEDY;2016-08-06;;29.625;;;;;;;;;;;;;;
KENNEDY;2016-08-05;;37.60869565;;;;;;;;;;;;;;
KENNEDY;2016-08-04;;22.20833333;;;;;;;;;;;;;;
KENNEDY;2016-08-03;;22.95652174;;;;;;;;;;;;;;
KENNEDY;2016-08-02;;21.04166667;;;;;;;;;;;;;;
KENNEDY;2016-08-01;;25.125;;;;;;;;;;;;;;
KENNEDY;2016-07-31;;23.125;;;;;;;;;;;;;;
KENNEDY;2016-07-30;;30.95833333;;;;;;;;;;;;;;
KENNEDY;2016-07-29;;24.41666667;;;;;;;;;;;;;;
KENNEDY;2016-07-28;;21.70833333;;;;;;;;;;;;;;
KENNEDY;2016-07-27;;27.82608696;;;;;;;;;;;;;;
KENNEDY;2016-07-26;;27.41666667;;;;;;;;;;;;;;
KENNEDY;2016-07-25;;23.75;;;;;;;;;;;;;;
KENNEDY;2016-07-24;;32.125;;;;;;;;;;;;;;
KENNEDY;2016-07-23;;26.58333333;;;;;;;;;;;;;;
KENNEDY;2016-07-22;;26.75;;;;;;;;;;;;;;
KENNEDY;2016-07-21;;22.82608696;;;;;;;;;;;;;;
KENNEDY;2016-07-20;;16.65217391;;;;;;;;;;;;;;
KENNEDY;2016-07-19;;23.45833333;;;;;;;;;;;;;;
KENNEDY;2016-07-18;;20.86956522;;;;;;;;;;;;;;
KENNEDY;2016-07-17;;17.7826087;;;;;;;;;;;;;;
KENNEDY;2016-07-16;;29.16666667;;;;;;;;;;;;;;
KENNEDY;2016-07-15;;26.13043478;;;;;;;;;;;;;;
KENNEDY;2016-07-14;;26.0;;;;;;;;;;;;;;
KENNEDY;2016-07-13;;23.75;;;;;;;;;;;;;;
KENNEDY;2016-07-12;;26.54166667;;;;;;;;;;;;;;
KENNEDY;2016-07-11;;25.2173913;;;;;;;;;;;;;;
KENNEDY;2016-07-10;;15.39130435;;;;;;;;;;;;;;
KENNEDY;2016-07-09;;19.95833333;;;;;;;;;;;;;;
KENNEDY;2016-07-08;;19.19047619;;;;;;;;;;;;;;
KENNEDY;2016-07-07;;15.625;;;;;;;;;;;;;;
KENNEDY;2016-07-06;;21.20833333;;;;;;;;;;;;;;
KENNEDY;2016-07-05;;15.625;;;;;;;;;;;;;;
KENNEDY;2016-07-04;;14.56521739;;;;;;;;;;;;;;
KENNEDY;2016-07-03;;14.0952381;;;;;;;;;;;;;;
KENNEDY;2016-07-02;;18.70833333;;;;;;;;;;;;;;
KENNEDY;2016-07-01;;16.54166667;;;;;;;;;;;;;;
KENNEDY;2016-06-30;;17.20833333;;;;;;;;;;;;;;
KENNEDY;2016-06-29;;17.60869565;;;;;;;;;;;;;;
KENNEDY;2016-06-28;;16.33333333;;;;;;;;;;;;;;
KENNEDY;2016-06-27;;19.31818182;;;;;;;;;;;;;;
KENNEDY;2016-06-26;;16.16666667;;;;;;;;;;;;;;
KENNEDY;2016-06-25;;22.45833333;;;;;;;;;;;;;;
KENNEDY;2016-06-24;;20.41666667;;;;;;;;;;;;;;
KENNEDY;2016-06-23;;20.13043478;;;;;;;;;;;;;;
KENNEDY;2016-06-22;;20.52173913;;;;;;;;;;;;;;
KENNEDY;2016-06-21;;19.30434783;;;;;;;;;;;;;;
KENNEDY;2016-06-20;;17.13043478;;;;;;;;;;;;;;
KENNEDY;2016-06-19;;16.0;;;;;;;;;;;;;;
KENNEDY;2016-06-18;;23.125;;;;;;;;;;;;;;
KENNEDY;2016-06-17;;17.47826087;;;;;;;;;;;;;;
KENNEDY;2016-06-16;;21.95833333;;;;;;;;;;;;;;
KENNEDY;2016-06-15;;20.54166667;;;;;;;;;;;;;;
KENNEDY;2016-06-14;;20.83333333;;;;;;;;;;;;;;
KENNEDY;2016-06-13;;18.0;;;;;;;;;;;;;;
KENNEDY;2016-06-12;;18.83333333;;;;;;;;;;;;;;
KENNEDY;2016-06-11;;21.625;;;;;;;;;;;;;;
KENNEDY;2016-06-10;;22.91666667;;;;;;;;;;;;;;
KENNEDY;2016-06-09;;21.04166667;;;;;;;;;;;;;;
KENNEDY;2016-06-08;;22.04166667;;;;;;;;;;;;;;
KENNEDY;2016-06-07;;32.79166667;;;;;;;;;;;;;;
KENNEDY;2016-06-06;;26.20833333;;;;;;;;;;;;;;
KENNEDY;2016-06-05;;32.20833333;;;;;;;;;;;;;;
KENNEDY;2016-06-04;;38.875;;;;;;;;;;;;;;
KENNEDY;2016-06-03;;30.75;;;;;;;;;;;;;;
KENNEDY;2016-06-02;;25.04166667;;;;;;;;;;;;;;
KENNEDY;2016-06-01;;26.45833333;;;;;;;;;;;;;;
KENNEDY;2016-05-31;;30.13043478;;;;;;;;;;;;;;
KENNEDY;2016-05-30;;29.33333333;;;;;;;;;;;;;;
KENNEDY;2016-05-29;;17.875;;;;;;;;;;;;;;
KENNEDY;2016-05-28;;20.10526316;;;;;;;;;;;;;;
KENNEDY;2016-05-27;;33.66666667;;;;;;;;;;;;;;
KENNEDY;2016-05-26;;32.38095238;;;;;;;;;;;;;;
KENNEDY;2016-05-25;;29.85714286;;;;;;;;;;;;;;
KENNEDY;2016-05-24;;24.20833333;;;;;;;;;;;;;;
KENNEDY;2016-05-23;;22.0;;;;;;;;;;;;;;
KENNEDY;2016-05-22;;15.27272727;;;;;;;;;;;;;;
KENNEDY;2016-05-21;;24.08333333;;;;;;;;;;;;;;
KENNEDY;2016-05-20;;23.47619048;;;;;;;;;;;;;;
KENNEDY;2016-05-19;;25.26086957;;;;;;;;;;;;;;
KENNEDY;2016-05-18;;21.91666667;;;;;;;;;;;;;;
KENNEDY;2016-05-17;;18.47826087;;;;;;;;;;;;;;
KENNEDY;2016-05-16;;19.08333333;;;;;;;;;;;;;;
KENNEDY;2016-05-15;;17.56521739;;;;;;;;;;;;;;
KENNEDY;2016-05-14;;23.83333333;;;;;;;;;;;;;;
KENNEDY;2016-05-13;;32.54166667;;;;;;;;;;;;;;
KENNEDY;2016-05-12;;25.95833333;;;;;;;;;;;;;;
KENNEDY;2016-05-11;;33.0;;;;;;;;;;;;;;
KENNEDY;2016-05-10;;23.58333333;;;;;;;;;;;;;;
KENNEDY;2016-05-09;;13.625;;;;;;;;;;;;;;
KENNEDY;2016-05-08;;23.83333333;;;;;;;;;;;;;;
KENNEDY;2016-05-07;;23.33333333;;;;;;;;;;;;;;
KENNEDY;2016-05-06;;28.45833333;;;;;;;;;;;;;;
KENNEDY;2016-05-05;;27.75;;;;;;;;;;;;;;
KENNEDY;2016-05-04;;32.5;;;;;;;;;;;;;;
KENNEDY;2016-05-03;;32.75;;;;;;;;;;;;;;
KENNEDY;2016-05-02;;20.45833333;;;;;;;;;;;;;;
KENNEDY;2016-05-01;;19.04166667;;;;;;;;;;;;;;
KENNEDY;2016-04-30;;21.70833333;;;;;;;;;;;;;;
KENNEDY;2016-04-29;;30.95833333;;;;;;;;;;;;;;
KENNEDY;2016-04-28;;26.54166667;;;;;;;;;;;;;;
KENNEDY;2016-04-27;;35.91666667;;;;;;;;;;;;;;
KENNEDY;2016-04-26;;42.35;;;;;;;;;;;;;;
KENNEDY;2016-04-25;;32.0;;;;;;;;;;;;;;
KENNEDY;2016-04-24;;21.95652174;;;;;;;;;;;;;;
KENNEDY;2016-04-23;;26.83333333;;;;;;;;;;;;;;
KENNEDY;2016-04-22;;21.16666667;;;;;;;;;;;;;;
KENNEDY;2016-04-21;;26.0;;;;;;;;;;;;;;
KENNEDY;2016-04-20;;30.58333333;;;;;;;;;;;;;;
KENNEDY;2016-04-19;;30.09090909;;;;;;;;;;;;;;
KENNEDY;2016-04-18;;18.66666667;;;;;;;;;;;;;;
KENNEDY;2016-04-17;;16.54545455;;;;;;;;;;;;;;
KENNEDY;2016-04-16;;30.08333333;;;;;;;;;;;;;;
KENNEDY;2016-04-15;;33.04166667;;;;;;;;;;;;;;
KENNEDY;2016-04-14;;37.08333333;;;;;;;;;;;;;;
KENNEDY;2016-04-13;;27.47826087;;;;;;;;;;;;;;
KENNEDY;2016-04-12;;26.86956522;;;;;;;;;;;;;;
KENNEDY;2016-04-11;;31.45833333;;;;;;;;;;;;;;
KENNEDY;2016-04-10;;22.54166667;;;;;;;;;;;;;;
KENNEDY;2016-04-09;;25.04166667;;;;;;;;;;;;;;
KENNEDY;2016-04-08;;28.91666667;;;;;;;;;;;;;;
KENNEDY;2016-04-07;;28.41666667;;;;;;;;;;;;;;
KENNEDY;2016-04-06;;29.33333333;;;;;;;;;;;;;;
KENNEDY;2016-04-05;;37.625;;;;;;;;;;;;;;
KENNEDY;2016-04-04;;35.7826087;;;;;;;;;;;;;;
KENNEDY;2016-04-03;;28.33333333;;;;;;;;;;;;;;
KENNEDY;2016-04-02;;26.73913043;;;;;;;;;;;;;;
KENNEDY;2016-04-01;;43.2173913;;;;;;;;;;;;;;
KENNEDY;2016-03-31;;29.43478261;;;;;;;;;;;;;;
KENNEDY;2016-03-30;;40.41666667;;;;;;;;;;;;;;
KENNEDY;2016-03-29;;52.41666667;;;;;;;;;;;;;;
KENNEDY;2016-03-28;;44.0;;;;;;;;;;;;;;
KENNEDY;2016-03-27;;36.75;;;;;;;;;;;;;;
KENNEDY;2016-03-26;;30.26086957;;;;;;;;;;;;;;
KENNEDY;2016-03-25;;26.625;;;;;;;;;;;;;;
KENNEDY;2016-03-24;;26.58333333;;;;;;;;;;;;;;
KENNEDY;2016-03-23;;37.66666667;;;;;;;;;;;;;;
KENNEDY;2016-03-17;;19.0;;;;;;;;;;;;;;
KENNEDY;2016-03-16;;31.29166667;;;;;;;;;;;;;;
KENNEDY;2016-03-15;;42.61904762;;;;;;;;;;;;;;
KENNEDY;2016-03-14;;41.0;;;;;;;;;;;;;;
KENNEDY;2016-02-18;;43.84615385;;;;;;;;;;;;;;
KENNEDY;2016-02-17;;42.91666667;;;;;;;;;;;;;;
KENNEDY;2016-02-16;;22.33333333;;;;;;;;;;;;;;
KENNEDY;2016-02-15;;24.20833333;;;;;;;;;;;;;;
KENNEDY;2016-02-14;;18.875;;;;;;;;;;;;;;
KENNEDY;2016-02-13;;26.29166667;;;;;;;;;;;;;;
KENNEDY;2016-02-12;;23.95833333;;;;;;;;;;;;;;
KENNEDY;2016-02-11;;22.95833333;;;;;;;;;;;;;;
KENNEDY;2016-02-10;;24.875;;;;;;;;;;;;;;
KENNEDY;2016-02-09;;23.95833333;;;;;;;;;;;;;;
KENNEDY;2016-02-08;;25.29166667;;;;;;;;;;;;;;
KENNEDY;2016-02-07;;28.25;;;;;;;;;;;;;;
KENNEDY;2016-02-06;;36.41666667;;;;;;;;;;;;;;
KENNEDY;2016-02-05;;45.75;;;;;;;;;;;;;;
KENNEDY;2016-02-04;;44.875;;;;;;;;;;;;;;
KENNEDY;2016-02-03;;59.33333333;;;;;;;;;;;;;;
KENNEDY;2016-02-02;;50.95833333;;;;;;;;;;;;;;
KENNEDY;2016-02-01;;47.625;;;;;;;;;;;;;;
KENNEDY;2016-01-31;;42.625;;;;;;;;;;;;;;
KENNEDY;2016-01-30;;53.79166667;;;;;;;;;;;;;;
KENNEDY;2016-01-29;;53.5;;;;;;;;;;;;;;
KENNEDY;2016-01-28;;51.58333333;;;;;;;;;;;;;;
KENNEDY;2016-01-27;;35.2173913;;;;;;;;;;;;;;
KENNEDY;2016-01-26;;55.54166667;;;;;;;;;;;;;;
KENNEDY;2016-01-25;;41.625;;;;;;;;;;;;;;
KENNEDY;2016-01-24;;35.20833333;;;;;;;;;;;;;;
KENNEDY;2016-01-23;;50.29166667;;;;;;;;;;;;;;
KENNEDY;2016-01-22;;56.70833333;;;;;;;;;;;;;;
KENNEDY;2016-01-21;;56.875;;;;;;;;;;;;;;
KENNEDY;2016-01-20;;53.75;;;;;;;;;;;;;;
KENNEDY;2016-01-19;;44.79166667;;;;;;;;;;;;;;
KENNEDY;2016-01-18;;48.34782609;;;;;;;;;;;;;;
KENNEDY;2016-01-17;;41.41666667;;;;;;;;;;;;;;
KENNEDY;2016-01-16;;43.125;;;;;;;;;;;;;;
KENNEDY;2016-01-15;;52.75;;;;;;;;;;;;;;
KENNEDY;2016-01-14;;52.33333333;;;;;;;;;;;;;;
KENNEDY;2016-01-13;;41.91666667;;;;;;;;;;;;;;
KENNEDY;2016-01-12;;41.14285714;;;;;;;;;;;;;;
KENNEDY;2016-01-09;;37.21052632;;;;;;;;;;;;;;
KENNEDY;2016-01-08;;37.2173913;;;;;;;;;;;;;;
KENNEDY;2016-01-07;;47.72727273;;;;;;;;;;;;;;
KENNEDY;2016-01-06;;41.45833333;;;;;;;;;;;;;;
KENNEDY;2016-01-05;;38.70833333;;;;;;;;;;;;;;
KENNEDY;2016-01-04;;29.41666667;;;;;;;;;;;;;;
KENNEDY;2016-01-03;;16.7826087;;;;;;;;;;;;;;
KENNEDY;2016-01-02;;12.63636364;;;;;;;;;;;;;;
KENNEDY;2016-01-01;;15.75;;;;;;;;;;;;;;
KENNEDY;2015-12-31;;10.7826087;;;;;;;;;;;;;;
KENNEDY;2015-12-30;;18.33333333;;;;;;;;;;;;;;
KENNEDY;2015-12-29;;18.08333333;;;;;;;;;;;;;;
KENNEDY;2015-12-28;;19.5;;;;;;;;;;;;;;
KENNEDY;2015-12-27;;18.125;;;;;;;;;;;;;;
KENNEDY;2015-12-26;;13.13636364;;;;;;;;;;;;;;
KENNEDY;2015-12-25;;29.56521739;;;;;;;;;;;;;;
KENNEDY;2015-12-24;;21.125;;;;;;;;;;;;;;
KENNEDY;2015-12-23;;23.2173913;;;;;;;;;;;;;;
KENNEDY;2015-12-22;;19.16666667;;;;;;;;;;;;;;
KENNEDY;2015-12-21;;17.82608696;;;;;;;;;;;;;;
KENNEDY;2015-12-20;;12.83333333;;;;;;;;;;;;;;
KENNEDY;2015-12-19;;17.08333333;;;;;;;;;;;;;;
KENNEDY;2015-12-18;;28.0;;;;;;;;;;;;;;
KENNEDY;2015-12-17;;25.625;;;;;;;;;;;;;;
KENNEDY;2015-12-16;;28.04347826;;;;;;;;;;;;;;
KENNEDY;2015-12-15;;34.91666667;;;;;;;;;;;;;;
KENNEDY;2015-12-14;;27.95833333;;;;;;;;;;;;;;
KENNEDY;2015-12-13;;24.41666667;;;;;;;;;;;;;;
KENNEDY;2015-12-12;;29.0;;;;;;;;;;;;;;
KENNEDY;2015-12-11;;28.91666667;;;;;;;;;;;;;;
KENNEDY;2015-12-10;;24.29166667;;;;;;;;;;;;;;
KENNEDY;2015-12-09;;29.625;;;;;;;;;;;;;;
KENNEDY;2015-12-08;;45.17391304;;;;;;;;;;;;;;
KENNEDY;2015-12-07;;38.375;;;;;;;;;;;;;;
KENNEDY;2015-12-06;;21.91666667;;;;;;;;;;;;;;
KENNEDY;2015-12-05;;33.0;;;;;;;;;;;;;;
KENNEDY;2015-12-04;;30.41666667;;;;;;;;;;;;;;
KENNEDY;2015-12-03;;34.66666667;;;;;;;;;;;;;;
KENNEDY;2015-12-02;;21.54166667;;;;;;;;;;;;;;
KENNEDY;2015-12-01;;20.70833333;;;;;;;;;;;;;;
KENNEDY;2015-11-30;;17.25;;;;;;;;;;;;;;
KENNEDY;2015-11-29;;22.58333333;;;;;;;;;;;;;;
KENNEDY;2015-11-28;;38.375;;;;;;;;;;;;;;
KENNEDY;2015-11-27;;30.25;;;;;;;;;;;;;;
KENNEDY;2015-11-26;;26.54166667;;;;;;;;;;;;;;
KENNEDY;2015-11-25;;32.45833333;;;;;;;;;;;;;;
KENNEDY;2015-11-24;;36.29166667;;;;;;;;;;;;;;
KENNEDY;2015-11-23;;28.29166667;;;;;;;;;;;;;;
KENNEDY;2015-11-22;;24.79166667;;;;;;;;;;;;;;
KENNEDY;2015-11-21;;34.91666667;;;;;;;;;;;;;;
KENNEDY;2015-11-20;;48.79166667;;;;;;;;;;;;;;
KENNEDY;2015-11-19;;32.91666667;;;;;;;;;;;;;;
KENNEDY;2015-11-18;;24.65217391;;;;;;;;;;;;;;
KENNEDY;2015-11-17;;20.58333333;;;;;;;;;;;;;;
KENNEDY;2015-11-16;;14.54166667;;;;;;;;;;;;;;
